"WINTER","Date","Site","snow_depth","swe","frost_depth","frost_pct"
1967,1967-03-08,"STA17",950,226,-99,-99
1967,1967-03-13,"STA17",813,213,-99,-99
1967,1967-03-21,"STA17",881,236,-99,-99
1967,1967-03-31,"STA17",752,216,-99,-99
1967,1967-04-04,"STA17",549,175,-99,-99
1967,1967-04-10,"STA17",632,196,-99,-99
1967,1967-04-14,"STA17",599,201,-99,-99
1967,1967-04-17,"STA17",650,206,-99,-99
1967,1967-04-21,"STA17",721,241,-99,-99
1967,1967-04-25,"STA17",686,244,-99,-99
1967,1967-05-01,"STA17",508,178,-99,-99
1967,1967-05-09,"STA17",450,150,-99,-99
1967,1967-05-23,"STA17",76,23,-99,-99
1967,1967-05-29,"STA17",-99,0,-99,-99
1968,1967-12-19,"STA17",292,79,-99,-99
1968,1968-01-12,"STA17",747,160,-99,-99
1968,1968-01-23,"STA17",716,175,-99,-99
1968,1968-02-06,"STA17",726,193,-99,-99
1968,1968-02-13,"STA17",879,216,-99,-99
1968,1968-02-27,"STA17",914,239,-99,-99
1968,1968-03-05,"STA17",869,224,-99,-99
1968,1968-03-12,"STA17",884,229,-99,-99
1968,1968-03-19,"STA17",851,234,-99,-99
1968,1968-03-26,"STA17",777,246,-99,-99
1968,1968-04-02,"STA17",544,183,-99,-99
1968,1968-04-09,"STA17",417,145,-99,-99
1968,1968-04-17,"STA17",231,69,-99,-99
1969,1968-12-19,"STA17",516,124,-99,-99
1969,1969-01-03,"STA17",853,170,-99,-99
1969,1969-01-15,"STA17",950,216,-99,-99
1969,1969-01-22,"STA17",919,224,-99,-99
1969,1969-01-28,"STA17",861,262,-99,-99
1969,1969-02-05,"STA17",1151,272,-99,-99
1969,1969-02-19,"STA17",1234,328,-99,-99
1969,1969-03-05,"STA17",1725,434,-99,-99
1969,1969-03-12,"STA17",1615,424,-99,-99
1969,1969-03-18,"STA17",1549,455,-99,-99
1969,1969-03-27,"STA17",1750,490,-99,-99
1969,1969-04-03,"STA17",1699,511,-99,-99
1969,1969-04-09,"STA17",1534,493,-99,-99
1969,1969-04-15,"STA17",1372,488,-99,-99
1969,1969-04-22,"STA17",991,371,-99,-99
1969,1969-05-05,"STA17",610,249,-99,-99
1969,1969-05-12,"STA17",386,135,-99,-99
1970,1969-12-24,"STA17",328,46,-99,-99
1970,1969-12-30,"STA17",450,97,-99,-99
1970,1970-01-19,"STA17",457,86,-99,-99
1970,1970-01-27,"STA17",516,91,-99,-99
1970,1970-02-02,"STA17",455,91,-99,100
1970,1970-02-09,"STA17",409,109,152,95
1970,1970-02-16,"STA17",572,124,-99,95
1970,1970-02-24,"STA17",577,157,91,90
1970,1970-03-03,"STA17",610,137,122,95
1970,1970-03-09,"STA17",660,155,109,95
1970,1970-03-16,"STA17",833,180,-99,95
1970,1970-03-23,"STA17",1008,229,102,90
1970,1970-03-30,"STA17",1039,259,46,94
1970,1970-04-06,"STA17",1077,264,109,75
1970,1970-04-13,"STA17",884,226,160,100
1970,1970-04-20,"STA17",716,241,104,90
1970,1970-04-27,"STA17",594,211,64,85
1970,1970-05-04,"STA17",33,13,20,75
1971,1970-12-15,"STA17",414,69,-99,-99
1971,1970-12-21,"STA17",493,97,-99,-99
1971,1970-12-28,"STA17",734,137,-99,-99
1971,1971-01-04,"STA17",706,168,-99,-99
1971,1971-01-11,"STA17",696,160,-99,30
1971,1971-01-18,"STA17",729,165,71,55
1971,1971-01-25,"STA17",833,190,33,80
1971,1971-02-01,"STA17",1016,236,-99,38
1971,1971-02-08,"STA17",1234,282,8,50
1971,1971-02-16,"STA17",1100,282,-99,56
1971,1971-02-22,"STA17",1257,315,-99,28
1971,1971-03-01,"STA17",1240,348,8,19
1971,1971-03-08,"STA17",1628,389,-99,25
1971,1971-03-15,"STA17",1590,432,-99,17
1971,1971-03-22,"STA17",1753,488,0,0
1971,1971-03-29,"STA17",1595,480,0,0
1971,1971-04-05,"STA17",1450,429,13,5
1971,1971-04-12,"STA17",1303,465,25,5
1971,1971-04-19,"STA17",1209,444,-99,-99
1971,1971-04-26,"STA17",1041,399,-99,-99
1971,1971-05-04,"STA17",927,361,-99,-99
1971,1971-05-10,"STA17",701,302,-99,-99
1971,1971-05-18,"STA17",264,112,-99,-99
1972,1971-12-06,"STA17",465,79,0,0
1972,1971-12-13,"STA17",452,107,8,10
1972,1971-12-21,"STA17",564,127,13,9
1972,1971-12-27,"STA17",528,109,13,5
1972,1972-01-03,"STA17",787,152,0,0
1972,1972-01-10,"STA17",721,150,10,40
1972,1972-01-18,"STA17",749,201,0,0
1972,1972-01-24,"STA17",772,185,0,0
1972,1972-01-31,"STA17",810,175,0,0
1972,1972-02-07,"STA17",897,213,20,20
1972,1972-02-14,"STA17",856,229,-99,30
1972,1972-02-22,"STA17",897,216,0,0
1972,1972-02-28,"STA17",1120,259,-99,17
1972,1972-03-06,"STA17",1186,279,0,0
1972,1972-03-13,"STA17",1135,300,13,20
1972,1972-03-20,"STA17",1138,323,-99,20
1972,1972-03-27,"STA17",1232,351,-99,10
1972,1972-04-03,"STA17",1189,389,8,10
1972,1972-04-10,"STA17",1232,406,-99,30
1972,1972-04-17,"STA17",1300,429,-99,-99
1972,1972-04-24,"STA17",1186,384,-99,-99
1972,1972-05-01,"STA17",1064,356,-99,-99
1972,1972-05-08,"STA17",775,259,-99,-99
1972,1972-05-16,"STA17",467,157,-99,-99
1972,1972-05-22,"STA17",0,0,-99,-99
1973,1972-12-04,"STA17",465,84,-99,-99
1973,1972-12-11,"STA17",556,107,-99,-99
1973,1972-12-18,"STA17",767,140,-99,-99
1973,1972-12-26,"STA17",734,178,-99,-99
1973,1973-01-02,"STA17",785,211,-99,-99
1973,1973-01-08,"STA17",869,231,-99,-99
1973,1973-01-15,"STA17",869,229,-99,-99
1973,1973-01-22,"STA17",719,239,-99,-99
1973,1973-01-30,"STA17",864,254,-99,-99
1973,1973-02-05,"STA17",800,267,-99,-99
1973,1973-02-12,"STA17",800,259,-99,-99
1973,1973-02-20,"STA17",919,277,-99,-99
1973,1973-02-26,"STA17",947,295,-99,-99
1973,1973-03-05,"STA17",914,310,-99,-99
1973,1973-03-12,"STA17",742,259,-99,-99
1973,1973-03-19,"STA17",698,229,-99,-99
1973,1973-03-27,"STA17",716,244,-99,-99
1973,1973-04-03,"STA17",691,224,-99,-99
1973,1973-04-09,"STA17",838,279,-99,-99
1973,1973-04-16,"STA17",846,305,-99,-99
1973,1973-04-23,"STA17",312,117,-99,-99
1973,1973-04-30,"STA17",76,25,-99,-99
1974,1974-01-15,"STA17",320,71,-99,-99
1974,1974-01-21,"STA17",371,94,89,100
1974,1974-01-28,"STA17",302,81,165,100
1974,1974-02-04,"STA17",361,84,102,100
1974,1974-02-11,"STA17",493,99,127,100
1974,1974-02-19,"STA17",503,97,178,100
1974,1974-02-25,"STA17",569,140,190,100
1974,1974-03-04,"STA17",592,152,114,100
1974,1974-03-11,"STA17",439,137,114,100
1974,1974-03-18,"STA17",610,157,102,100
1974,1974-03-25,"STA17",732,203,89,100
1974,1974-04-01,"STA17",780,224,89,100
1974,1974-04-08,"STA17",635,190,165,75
1974,1974-04-15,"STA17",627,221,114,100
1974,1974-04-22,"STA17",439,163,33,100
1974,1974-04-29,"STA17",211,89,-99,75
1974,1974-05-06,"STA17",30,10,102,100
1974,1974-05-13,"STA17",0,0,51,100
1974,1974-05-20,"STA17",0,0,76,100
1974,1974-05-28,"STA17",-99,0,25,100
1975,1974-12-23,"STA17",279,43,-99,-99
1975,1974-12-30,"STA17",325,64,-99,-99
1975,1975-01-06,"STA17",371,71,-99,-99
1975,1975-01-13,"STA17",401,97,-99,-99
1975,1975-01-20,"STA17",516,112,-99,-99
1975,1975-01-27,"STA17",640,145,-99,-99
1975,1975-02-03,"STA17",693,173,-99,30
1975,1975-02-10,"STA17",856,180,8,40
1975,1975-02-18,"STA17",922,201,20,80
1975,1975-03-03,"STA17",904,249,-99,11
1975,1975-03-10,"STA17",1095,287,8,30
1975,1975-03-17,"STA17",1067,312,46,40
1975,1975-03-24,"STA17",889,290,38,60
1975,1975-03-31,"STA17",1011,328,20,30
1975,1975-04-07,"STA17",1166,363,-99,30
1975,1975-04-14,"STA17",1064,361,33,30
1975,1975-04-21,"STA17",876,297,33,20
1975,1975-04-28,"STA17",831,284,13,100
1975,1975-05-05,"STA17",594,229,-99,-99
1975,1975-05-12,"STA17",218,86,-99,-99
1976,1975-12-29,"STA17",330,53,-99,100
1976,1976-01-05,"STA17",541,69,76,100
1976,1976-01-12,"STA17",686,102,84,100
1976,1976-01-19,"STA17",780,132,114,100
1976,1976-02-03,"STA17",749,185,20,100
1976,1976-02-09,"STA17",777,190,20,100
1976,1976-02-23,"STA17",914,229,20,100
1976,1976-03-01,"STA17",767,218,33,100
1976,1976-03-08,"STA17",752,216,46,90
1976,1976-03-15,"STA17",909,262,20,80
1976,1976-03-22,"STA17",856,262,20,90
1976,1976-03-29,"STA17",772,246,20,85
1976,1976-04-05,"STA17",671,203,15,65
1976,1976-04-12,"STA17",625,234,46,80
1976,1976-04-19,"STA17",254,102,15,85
1976,1976-05-03,"STA17",0,0,53,10
1976,1976-05-10,"STA17",0,0,-99,-99
1977,1976-12-06,"STA17",208,30,-99,80
1977,1976-12-13,"STA17",279,30,-99,80
1977,1976-12-20,"STA17",330,61,-99,-99
1977,1976-12-27,"STA17",363,58,-99,100
1977,1977-01-03,"STA17",490,81,20,85
1977,1977-01-11,"STA17",892,152,-99,-99
1977,1977-01-12,"STA17",-99,-99,10,80
1977,1977-01-17,"STA17",869,160,10,85
1977,1977-01-24,"STA17",805,170,10,90
1977,1977-01-31,"STA17",897,188,15,85
1977,1977-02-07,"STA17",947,201,15,75
1977,1977-02-14,"STA17",952,206,10,90
1977,1977-02-22,"STA17",1052,249,8,100
1977,1977-02-28,"STA17",1097,264,20,100
1977,1977-03-07,"STA17",1115,287,33,100
1977,1977-03-15,"STA17",678,234,20,95
1977,1977-03-21,"STA17",815,262,33,80
1977,1977-03-28,"STA17",897,295,20,55
1977,1977-04-04,"STA17",564,224,38,30
1977,1977-04-11,"STA17",678,249,33,35
1977,1977-04-18,"STA17",404,165,46,45
1977,1977-04-26,"STA17",97,33,13,20
1977,1977-05-02,"STA17",0,0,-99,-99
1978,1977-12-12,"STA17",475,76,-99,-99
1978,1977-12-19,"STA17",572,107,8,17
1978,1977-12-27,"STA17",538,119,10,30
1978,1978-01-03,"STA17",635,145,25,20
1978,1978-01-11,"STA17",744,168,8,15
1978,1978-01-16,"STA17",935,201,20,35
1978,1978-01-23,"STA17",1199,236,25,20
1978,1978-01-30,"STA17",1069,234,20,15
1978,1978-02-06,"STA17",993,239,25,30
1978,1978-02-13,"STA17",1138,246,25,11
1978,1978-02-21,"STA17",1105,267,51,44
1978,1978-02-27,"STA17",1120,290,20,45
1978,1978-03-06,"STA17",1156,274,20,70
1978,1978-03-13,"STA17",1064,279,20,55
1978,1978-03-20,"STA17",1067,290,20,60
1978,1978-03-28,"STA17",1148,307,15,30
1978,1978-04-03,"STA17",1237,338,20,25
1978,1978-04-10,"STA17",1194,345,25,20
1978,1978-04-17,"STA17",1133,312,20,10
1978,1978-04-24,"STA17",1064,338,15,10
1978,1978-05-01,"STA17",833,257,20,20
1978,1978-05-08,"STA17",645,213,15,15
1978,1978-05-16,"STA17",152,5,-99,-99
1979,1978-12-05,"STA17",198,33,-99,-99
1979,1978-12-18,"STA17",378,51,8,15
1979,1979-01-03,"STA17",396,89,0,0
1979,1979-01-15,"STA17",599,132,0,0
1979,1979-01-29,"STA17",1013,264,10,25
1979,1979-02-12,"STA17",1054,262,8,35
1979,1979-02-28,"STA17",1069,287,10,25
1979,1979-03-07,"STA17",965,282,0,0
1979,1979-03-12,"STA17",1064,305,0,0
1979,1979-03-19,"STA17",986,345,8,5
1979,1979-03-26,"STA17",734,257,0,0
1979,1979-04-03,"STA17",765,272,0,0
1979,1979-04-10,"STA17",1057,320,0,0
1979,1979-04-17,"STA17",927,328,25,20
1979,1979-04-23,"STA17",775,323,10,15
1979,1979-04-30,"STA17",411,168,-99,-99
1979,1979-05-07,"STA17",147,58,-99,-99
1979,1979-05-15,"STA17",0,0,-99,-99
1980,1980-01-07,"STA17",0,0,198,100
1980,1980-01-14,"STA17",0,0,-99,-99
1980,1980-01-21,"STA17",0,0,201,100
1980,1980-01-28,"STA17",102,25,216,100
1980,1980-02-19,"STA17",229,23,178,100
1980,1980-02-25,"STA17",302,38,264,100
1980,1980-03-03,"STA17",315,43,241,100
1980,1980-03-10,"STA17",513,97,254,100
1980,1980-03-17,"STA17",737,137,-99,100
1980,1980-03-24,"STA17",602,137,229,100
1980,1980-03-31,"STA17",485,140,216,100
1980,1980-04-07,"STA17",505,155,272,100
1980,1980-04-14,"STA17",335,114,249,100
1980,1980-04-21,"STA17",206,74,305,100
1980,1980-04-28,"STA17",84,25,198,100
1980,1980-05-05,"STA17",0,0,274,100
1980,1980-05-12,"STA17",0,0,97,50
1980,1980-05-19,"STA17",-99,0,51,50
1981,1980-12-08,"STA17",185,43,8,65
1981,1980-12-15,"STA17",262,41,8,80
1981,1980-12-22,"STA17",348,64,76,65
1981,1980-12-29,"STA17",389,79,51,85
1981,1981-01-05,"STA17",452,71,58,90
1981,1981-01-12,"STA17",511,94,203,100
1981,1981-01-19,"STA17",549,97,89,100
1981,1981-01-26,"STA17",488,94,122,100
1981,1981-02-03,"STA17",498,89,76,80
1981,1981-02-09,"STA17",767,112,-99,100
1981,1981-02-17,"STA17",544,124,76,95
1981,1981-02-23,"STA17",274,79,33,95
1981,1981-03-02,"STA17",648,140,20,95
1981,1981-03-09,"STA17",544,130,89,90
1981,1981-03-16,"STA17",551,122,165,100
1981,1981-03-23,"STA17",503,124,140,100
1981,1981-03-30,"STA17",396,104,76,100
1981,1981-04-06,"STA17",124,38,102,90
1981,1981-04-14,"STA17",0,0,190,90
1981,1981-04-20,"STA17",0,0,152,90
1981,1981-04-27,"STA17",0,0,165,80
1981,1981-05-04,"STA17",0,0,152,65
1981,1981-05-13,"STA17",0,0,140,40
1981,1981-05-18,"STA17",0,0,0,0
1982,1981-12-07,"STA17",305,46,0,0
1982,1981-12-14,"STA17",254,41,10,10
1982,1981-12-21,"STA17",470,71,10,15
1982,1981-12-28,"STA17",742,140,10,20
1982,1982-01-18,"STA17",1082,218,20,20
1982,1982-01-25,"STA17",1209,246,20,25
1982,1982-02-02,"STA17",1173,267,20,40
1982,1982-02-08,"STA17",1184,284,20,40
1982,1982-02-16,"STA17",1227,338,20,20
1982,1982-02-22,"STA17",1275,353,20,15
1982,1982-03-01,"STA17",1212,333,10,20
1982,1982-03-08,"STA17",1382,361,15,10
1982,1982-03-15,"STA17",1260,373,20,10
1982,1982-03-22,"STA17",1341,391,10,10
1982,1982-03-29,"STA17",1252,373,13,5
1982,1982-04-05,"STA17",1194,386,10,15
1982,1982-04-12,"STA17",1504,478,-99,-99
1982,1982-04-19,"STA17",1227,411,13,5
1982,1982-04-26,"STA17",902,318,8,10
1982,1982-05-03,"STA17",559,226,-99,-99
1982,1982-05-10,"STA17",127,46,-99,-99
1982,1982-05-17,"STA17",0,0,-99,-99
1983,1983-01-10,"STA17",0,-99,-99,-99
1983,1983-01-17,"STA17",196,18,173,100
1983,1983-01-24,"STA17",137,13,127,100
1983,1983-01-31,"STA17",190,28,114,100
1983,1983-02-08,"STA17",358,48,102,100
1983,1983-02-14,"STA17",307,43,97,100
1983,1983-02-23,"STA17",356,69,140,100
1983,1983-02-28,"STA17",368,81,140,100
1983,1983-03-07,"STA17",323,71,-99,100
1983,1983-03-14,"STA17",457,114,165,100
1983,1983-03-21,"STA17",361,117,178,100
1983,1983-03-29,"STA17",521,124,165,100
1983,1983-04-05,"STA17",541,140,152,100
1983,1983-04-12,"STA17",495,142,114,100
1983,1983-04-18,"STA17",490,163,178,100
1983,1983-04-27,"STA17",376,124,102,65
1983,1983-05-05,"STA17",152,76,140,100
1983,1983-05-11,"STA17",0,5,89,100
1983,1983-05-16,"STA17",0,0,64,100
1983,1983-05-25,"STA17",0,0,0,0
1984,1984-01-09,"STA17",589,124,13,30
1984,1984-01-16,"STA17",721,157,10,15
1984,1984-01-23,"STA17",696,150,13,35
1984,1984-01-31,"STA17",759,185,38,30
1984,1984-02-06,"STA17",823,168,13,40
1984,1984-02-13,"STA17",853,168,-99,-99
1984,1984-02-16,"STA17",-99,-99,10,20
1984,1984-02-21,"STA17",704,150,20,20
1984,1984-02-26,"STA17",732,193,13,20
1984,1984-03-05,"STA17",843,244,20,25
1984,1984-03-12,"STA17",886,249,20,45
1984,1984-03-20,"STA17",1105,305,20,35
1984,1984-03-26,"STA17",965,295,13,60
1984,1984-04-03,"STA17",1026,320,25,44
1984,1984-04-09,"STA17",861,254,20,66
1984,1984-04-17,"STA17",732,246,20,40
1984,1984-04-23,"STA17",617,226,13,10
1984,1984-04-30,"STA17",302,114,25,5
1984,1984-05-07,"STA17",89,33,33,15
1984,1984-05-15,"STA17",0,0,20,10
1984,1984-05-21,"STA17",0,0,25,10
1985,1984-12-10,"STA17",381,48,-99,-99
1985,1984-12-11,"STA17",-99,-99,0,0
1985,1984-12-17,"STA17",267,51,0,0
1985,1984-12-24,"STA17",444,69,0,0
1985,1984-12-31,"STA17",269,66,0,0
1985,1985-01-07,"STA17",305,71,13,5
1985,1985-01-14,"STA17",345,86,20,50
1985,1985-01-21,"STA17",526,97,20,50
1985,1985-01-28,"STA17",594,112,13,65
1985,1985-02-04,"STA17",617,122,20,55
1985,1985-02-11,"STA17",655,142,20,55
1985,1985-02-19,"STA17",638,140,13,80
1985,1985-02-25,"STA17",429,97,8,50
1985,1985-03-04,"STA17",422,135,10,55
1985,1985-03-11,"STA17",673,183,33,50
1985,1985-03-18,"STA17",838,246,20,20
1985,1985-03-25,"STA17",782,246,10,50
1985,1985-04-01,"STA17",810,239,20,40
1985,1985-04-08,"STA17",803,254,20,35
1985,1985-04-15,"STA17",777,282,20,20
1985,1985-04-23,"STA17",478,175,25,10
1985,1985-04-29,"STA17",142,46,0,0
1985,1985-05-07,"STA17",0,0,-99,-99
1985,1985-05-13,"STA17",0,0,-99,-99
1986,1985-12-16,"STA17",318,48,0,0
1986,1985-12-23,"STA17",401,61,0,0
1986,1985-12-30,"STA17",447,69,10,45
1986,1986-01-06,"STA17",726,130,13,65
1986,1986-01-13,"STA17",655,127,20,30
1986,1986-01-21,"STA17",447,124,10,45
1986,1986-01-28,"STA17",516,137,10,15
1986,1986-02-03,"STA17",627,160,10,70
1986,1986-02-10,"STA17",688,185,10,70
1986,1986-02-19,"STA17",719,201,20,65
1986,1986-02-24,"STA17",871,229,20,75
1986,1986-03-03,"STA17",843,221,15,55
1986,1986-03-10,"STA17",1024,251,15,60
1986,1986-03-17,"STA17",960,264,25,45
1986,1986-03-24,"STA17",914,267,33,55
1986,1986-03-31,"STA17",711,231,23,45
1986,1986-04-07,"STA17",615,208,20,50
1986,1986-04-14,"STA17",622,216,23,55
1986,1986-04-21,"STA17",444,152,33,30
1986,1986-04-28,"STA17",117,46,51,5
1986,1986-05-05,"STA17",0,0,0,0
1987,1986-12-08,"STA17",284,53,0,0
1987,1986-12-15,"STA17",328,71,0,0
1987,1986-12-22,"STA17",597,117,0,0
1987,1986-12-29,"STA17",508,117,10,15
1987,1987-01-05,"STA17",625,122,13,10
1987,1987-01-12,"STA17",792,157,10,20
1987,1987-01-20,"STA17",851,193,13,30
1987,1987-01-27,"STA17",996,216,13,5
1987,1987-02-02,"STA17",1049,224,10,28
1987,1987-02-09,"STA17",1107,246,8,5
1987,1987-02-17,"STA17",1026,244,13,15
1987,1987-02-23,"STA17",991,269,8,5
1987,1987-03-03,"STA17",1123,282,13,10
1987,1987-03-09,"STA17",932,246,10,40
1987,1987-03-16,"STA17",925,269,15,35
1987,1987-03-24,"STA17",1016,269,0,0
1987,1987-03-30,"STA17",747,249,0,0
1987,1987-04-08,"STA17",528,178,8,5
1987,1987-04-13,"STA17",366,122,8,5
1987,1987-04-20,"STA17",71,23,20,25
1987,1987-04-27,"STA17",0,0,-99,-99
1987,1987-05-04,"STA17",175,33,-99,-99
1988,1987-12-22,"STA17",312,53,-99,25
1988,1987-12-29,"STA17",315,56,25,50
1988,1988-01-05,"STA17",399,56,20,70
1988,1988-01-11,"STA17",427,66,13,70
1988,1988-01-19,"STA17",411,84,13,85
1988,1988-01-26,"STA17",602,107,13,85
1988,1988-02-03,"STA17",381,104,20,65
1988,1988-02-08,"STA17",541,124,33,85
1988,1988-02-16,"STA17",823,190,20,80
1988,1988-02-22,"STA17",838,203,51,100
1988,1988-02-29,"STA17",780,216,20,85
1988,1988-03-07,"STA17",724,201,102,90
1988,1988-03-14,"STA17",737,229,86,70
1988,1988-03-21,"STA17",846,234,38,83
1988,1988-03-28,"STA17",701,188,20,80
1988,1988-04-06,"STA17",417,145,76,85
1988,1988-04-11,"STA17",378,114,76,55
1988,1988-04-18,"STA17",549,160,33,50
1988,1988-04-25,"STA17",467,145,23,60
1988,1988-05-02,"STA17",279,97,33,45
1988,1988-05-09,"STA17",30,13,15,25
1988,1988-05-16,"STA17",0,0,-99,-99
1989,1988-12-19,"STA17",145,15,109,100
1989,1988-12-27,"STA17",180,30,122,100
1989,1989-01-03,"STA17",282,33,114,100
1989,1989-01-09,"STA17",269,66,165,100
1989,1989-01-17,"STA17",335,69,135,100
1989,1989-01-23,"STA17",521,102,109,100
1989,1989-01-30,"STA17",538,119,58,100
1989,1989-02-07,"STA17",587,112,71,100
1989,1989-02-13,"STA17",559,119,122,100
1989,1989-02-22,"STA17",655,152,102,100
1989,1989-02-27,"STA17",693,157,89,100
1989,1989-03-06,"STA17",719,160,135,100
1989,1989-03-13,"STA17",701,160,89,100
1989,1989-03-20,"STA17",719,180,-99,-99
1989,1989-03-27,"STA17",787,203,46,85
1989,1989-04-03,"STA17",599,196,89,95
1989,1989-04-10,"STA17",643,201,58,100
1989,1989-04-17,"STA17",676,198,51,90
1989,1989-04-24,"STA17",564,193,33,85
1989,1989-05-01,"STA17",417,145,25,75
1989,1989-05-08,"STA17",102,30,71,80
1989,1989-05-15,"STA17",0,0,102,20
1990,1989-12-04,"STA17",396,46,0,0
1990,1989-12-11,"STA17",366,56,0,0
1990,1989-12-18,"STA17",559,97,0,0
1990,1989-12-26,"STA17",488,86,25,20
1990,1990-01-02,"STA17",549,112,13,10
1990,1990-01-08,"STA17",513,127,18,15
1990,1990-01-16,"STA17",660,132,20,15
1990,1990-01-23,"STA17",714,145,13,25
1990,1990-01-29,"STA17",665,165,13,5
1990,1990-02-05,"STA17",1049,244,10,35
1990,1990-02-12,"STA17",869,216,18,35
1990,1990-02-20,"STA17",1041,236,13,30
1990,1990-02-26,"STA17",1064,274,25,40
1990,1990-03-05,"STA17",1097,302,13,15
1990,1990-03-13,"STA17",958,279,20,20
1990,1990-03-19,"STA17",582,183,10,15
1990,1990-03-26,"STA17",747,218,13,5
1990,1990-04-02,"STA17",792,244,13,10
1990,1990-04-09,"STA17",742,249,18,30
1990,1990-04-16,"STA17",688,239,20,15
1990,1990-04-23,"STA17",602,211,-99,-99
1990,1990-04-30,"STA17",145,51,-99,-99
1990,1990-05-08,"STA17",0,0,-99,-99
1991,1990-12-17,"STA17",305,51,13,20
1991,1990-12-26,"STA17",132,30,13,35
1991,1991-01-02,"STA17",124,33,43,70
1991,1991-01-07,"STA17",152,30,94,100
1991,1991-01-14,"STA17",391,66,89,100
1991,1991-01-22,"STA17",391,79,64,90
1991,1991-01-28,"STA17",406,81,127,100
1991,1991-02-04,"STA17",455,112,84,100
1991,1991-02-11,"STA17",455,114,94,100
1991,1991-02-19,"STA17",625,137,122,100
1991,1991-02-25,"STA17",615,163,71,100
1991,1991-03-05,"STA17",444,137,30,75
1991,1991-03-11,"STA17",460,160,76,95
1991,1991-03-18,"STA17",498,165,76,85
1991,1991-03-25,"STA17",688,208,30,85
1991,1991-04-01,"STA17",546,201,38,85
1991,1991-04-08,"STA17",287,104,84,90
1991,1991-04-15,"STA17",203,76,38,90
1991,1991-04-23,"STA17",137,51,102,85
1991,1991-04-29,"STA17",23,89,30,50
1991,1991-05-07,"STA17",0,0,38,10
1992,1991-12-10,"STA17",188,25,-99,-99
1992,1991-12-16,"STA17",163,18,-99,-99
1992,1991-12-23,"STA17",279,33,18,30
1992,1991-12-30,"STA17",229,36,18,35
1992,1992-01-06,"STA17",188,33,58,25
1992,1992-01-13,"STA17",218,41,43,90
1992,1992-01-21,"STA17",251,46,109,100
1992,1992-01-27,"STA17",244,56,109,100
1992,1992-02-03,"STA17",251,71,104,100
1992,1992-02-10,"STA17",409,76,107,100
1992,1992-02-18,"STA17",523,124,127,100
1992,1992-02-24,"STA17",566,135,69,100
1992,1992-03-02,"STA17",681,155,102,100
1992,1992-03-09,"STA17",592,163,119,100
1992,1992-03-16,"STA17",480,145,102,90
1992,1992-03-23,"STA17",546,173,109,100
1992,1992-03-30,"STA17",589,185,145,100
1992,1992-04-06,"STA17",556,185,130,100
1992,1992-04-13,"STA17",594,211,94,100
1992,1992-04-20,"STA17",635,231,124,100
1992,1992-04-27,"STA17",386,137,127,100
1992,1992-05-04,"STA17",147,58,119,100
1992,1992-05-11,"STA17",0,0,76,80
1993,1993-01-19,"STA17",264,41,170,100
1993,1993-01-26,"STA17",295,48,137,100
1993,1993-02-01,"STA17",518,76,152,100
1993,1993-02-08,"STA17",465,74,152,100
1993,1993-02-16,"STA17",625,130,132,100
1993,1993-02-22,"STA17",881,180,-99,-99
1993,1993-02-23,"STA17",-99,-99,-99,100
1993,1993-03-01,"STA17",828,196,185,100
1993,1993-03-08,"STA17",859,213,170,100
1993,1993-03-15,"STA17",1201,284,-99,-99
1993,1993-03-16,"STA17",-99,-99,127,45
1993,1993-03-22,"STA17",1184,300,152,100
1993,1993-03-31,"STA17",686,231,109,100
1993,1993-04-05,"STA17",772,251,145,100
1993,1993-04-13,"STA17",589,211,165,100
1993,1993-04-19,"STA17",417,170,109,100
1993,1993-04-27,"STA17",282,112,132,100
1993,1993-05-03,"STA17",53,20,127,100
1993,1993-05-10,"STA17",0,0,43,60
1993,1993-05-17,"STA17",0,0,38,20
1993,1993-05-24,"STA17",0,0,25,5
1993,1993-06-02,"STA17",-99,0,-99,-99
1993,1993-06-03,"STA17",-99,-99,0,0
1994,1994-01-03,"STA17",221,36,86,100
1994,1994-01-11,"STA17",495,94,51,85
1994,1994-01-18,"STA17",917,150,25,90
1994,1994-01-24,"STA17",823,160,81,100
1994,1994-01-31,"STA17",881,201,76,100
1994,1994-02-07,"STA17",861,193,25,100
1994,1994-02-14,"STA17",1008,221,51,95
1994,1994-02-22,"STA17",765,206,94,80
1994,1994-03-01,"STA17",881,234,41,95
1994,1994-03-07,"STA17",1082,269,104,100
1994,1994-03-14,"STA17",1146,307,76,90
1994,1994-03-21,"STA17",1163,325,69,95
1994,1994-03-28,"STA17",1341,356,-99,95
1994,1994-04-04,"STA17",1303,384,64,100
1994,1994-04-11,"STA17",1123,361,43,90
1994,1994-04-18,"STA17",912,307,25,95
1994,1994-04-25,"STA17",815,315,20,75
1994,1994-05-02,"STA17",620,234,38,85
1994,1994-05-09,"STA17",279,114,25,85
1994,1994-05-23,"STA17",-99,-99,0,0
1995,1995-01-09,"STA17",206,20,0,0
1995,1995-01-17,"STA17",-99,0,-99,-99
1995,1995-02-07,"STA17",323,43,25,100
1995,1995-02-14,"STA17",353,66,25,75
1995,1995-02-21,"STA17",325,99,38,85
1995,1995-03-01,"STA17",615,130,38,45
1995,1995-03-07,"STA17",615,170,51,65
1995,1995-03-14,"STA17",511,137,38,60
1995,1995-03-20,"STA17",345,109,18,40
1995,1995-03-28,"STA17",330,117,30,70
