"WINTER","Date","Site","snow_depth","swe","frost_depth","frost_pct"
1956,1955-12-05,"STA1",178,30,-99,-99
1956,1955-12-19,"STA1",249,28,-99,-99
1956,1956-01-03,"STA1",338,58,-99,-99
1956,1956-01-09,"STA1",160,36,-99,-99
1956,1956-01-13,"STA1",15,-99,-99,-99
1956,1956-01-16,"STA1",122,-99,-99,-99
1956,1956-01-23,"STA1",114,-99,-99,-99
1956,1956-01-30,"STA1",147,33,-99,-99
1956,1956-02-06,"STA1",358,58,-99,-99
1956,1956-02-13,"STA1",419,74,-99,-99
1956,1956-02-20,"STA1",455,84,-99,-99
1956,1956-02-27,"STA1",472,84,-99,-99
1956,1956-03-06,"STA1",617,122,-99,-99
1956,1956-03-12,"STA1",632,160,-99,-99
1956,1956-03-19,"STA1",828,188,-99,-99
1956,1956-04-03,"STA1",648,190,-99,-99
1956,1956-04-09,"STA1",475,160,-99,-99
1956,1956-04-16,"STA1",305,102,-99,-99
1956,1956-04-23,"STA1",135,28,-99,-99
1957,1956-12-03,"STA1",89,-99,-99,-99
1957,1956-12-10,"STA1",188,-99,-99,-99
1957,1956-12-17,"STA1",61,-99,-99,-99
1957,1956-12-20,"STA1",64,-99,-99,-99
1957,1956-12-26,"STA1",109,-99,-99,-99
1957,1956-12-31,"STA1",414,46,-99,-99
1957,1957-01-07,"STA1",422,58,-99,-99
1957,1957-01-16,"STA1",516,99,-99,-99
1957,1957-01-21,"STA1",450,86,-99,-99
1957,1957-01-28,"STA1",371,84,-99,-99
1957,1957-02-04,"STA1",386,86,-99,-99
1957,1957-02-11,"STA1",439,81,-99,-99
1957,1957-02-18,"STA1",490,109,-99,-99
1957,1957-02-25,"STA1",429,104,-99,-99
1957,1957-03-04,"STA1",241,79,-99,-99
1957,1957-03-11,"STA1",251,109,-99,-99
1957,1957-03-18,"STA1",208,69,-99,-99
1957,1957-03-26,"STA1",58,13,-99,-99
1957,1957-04-01,"STA1",0,0,-99,-99
1957,1957-04-08,"STA1",0,0,-99,-99
1957,1957-04-15,"STA1",0,0,-99,-99
1958,1957-12-02,"STA1",175,18,-99,-99
1958,1957-12-16,"STA1",254,38,-99,-99
1958,1958-01-06,"STA1",165,15,-99,-99
1958,1958-01-20,"STA1",338,71,-99,-99
1958,1958-02-03,"STA1",693,132,-99,-99
1958,1958-02-10,"STA1",818,165,-99,-99
1958,1958-02-17,"STA1",917,168,-99,-99
1958,1958-02-24,"STA1",846,229,-99,-99
1958,1958-03-03,"STA1",869,206,-99,-99
1958,1958-03-10,"STA1",757,185,-99,-99
1958,1958-03-17,"STA1",762,188,-99,-99
1958,1958-03-24,"STA1",709,221,-99,-99
1958,1958-03-31,"STA1",508,145,-99,-99
1958,1958-04-14,"STA1",434,163,-99,-99
1958,1958-04-21,"STA1",-99,0,-99,-99
1959,1958-12-09,"STA1",330,53,-99,-99
1959,1958-12-22,"STA1",404,61,-99,-99
1959,1959-01-07,"STA1",559,104,-99,-99
1959,1959-01-20,"STA1",505,122,-99,-99
1959,1959-01-26,"STA1",559,112,-99,-99
1959,1959-02-02,"STA1",505,117,-99,-99
1959,1959-02-16,"STA1",823,180,-99,-99
1959,1959-02-25,"STA1",968,196,-99,-99
1959,1959-03-10,"STA1",940,226,-99,-99
1959,1959-03-16,"STA1",965,259,-99,-99
1959,1959-03-23,"STA1",767,180,-99,-99
1959,1959-03-30,"STA1",724,208,-99,-99
1959,1959-04-13,"STA1",226,28,-99,-99
1960,1960-01-04,"STA1",305,56,-99,-99
1960,1960-01-18,"STA1",378,71,-99,-99
1960,1960-01-25,"STA1",452,79,-99,-99
1960,1960-02-02,"STA1",676,130,-99,-99
1960,1960-02-08,"STA1",625,122,-99,-99
1960,1960-02-15,"STA1",500,132,-99,-99
1960,1960-02-23,"STA1",655,152,-99,-99
1960,1960-02-29,"STA1",747,193,-99,-99
1960,1960-03-07,"STA1",836,203,-99,-99
1960,1960-03-14,"STA1",757,218,-99,-99
1960,1960-03-21,"STA1",729,193,-99,-99
1960,1960-03-28,"STA1",683,211,-99,-99
1960,1960-04-04,"STA1",419,150,-99,-99
1960,1960-04-11,"STA1",417,127,-99,-99
1960,1960-04-18,"STA1",0,0,-99,-99
1961,1961-01-03,"STA1",452,69,-99,-99
1961,1961-01-23,"STA1",442,91,-99,-99
1961,1961-02-13,"STA1",437,94,-99,-99
1961,1961-02-20,"STA1",434,94,-99,-99
1961,1961-02-27,"STA1",330,86,-99,-99
1961,1961-03-06,"STA1",318,102,-99,-99
1961,1961-03-13,"STA1",399,114,-99,-99
1961,1961-03-20,"STA1",452,147,-99,-99
1961,1961-03-27,"STA1",368,127,-99,-99
1961,1961-04-03,"STA1",305,94,-99,-99
1961,1961-04-17,"STA1",114,36,-99,-99
1961,1961-04-24,"STA1",0,0,-99,-99
1962,1962-01-08,"STA1",417,102,-99,-99
1962,1962-01-22,"STA1",378,89,-99,-99
1962,1962-02-05,"STA1",544,137,-99,-99
1962,1962-02-12,"STA1",541,124,-99,-99
1962,1962-02-19,"STA1",742,147,-99,-99
1962,1962-02-26,"STA1",1008,206,-99,-99
1962,1962-03-05,"STA1",914,231,-99,-99
1962,1962-03-16,"STA1",856,231,-99,-99
1962,1962-03-26,"STA1",714,213,-99,-99
1962,1962-04-02,"STA1",493,147,-99,-99
1962,1962-04-06,"STA1",371,137,-99,-99
1963,1963-01-07,"STA1",373,69,-99,-99
1963,1963-01-14,"STA1",617,94,-99,-99
1963,1963-01-21,"STA1",559,74,-99,-99
1963,1963-01-28,"STA1",886,132,-99,-99
1963,1963-02-04,"STA1",879,145,-99,-99
1963,1963-02-19,"STA1",843,188,-99,-99
1963,1963-02-25,"STA1",952,193,-99,-99
1963,1963-03-04,"STA1",978,229,-99,-99
1963,1963-03-12,"STA1",1156,236,-99,-99
1963,1963-03-22,"STA1",1105,340,-99,-99
1963,1963-04-01,"STA1",650,201,-99,-99
1963,1963-04-05,"STA1",460,150,-99,-99
1963,1963-04-09,"STA1",132,38,-99,-99
1963,1963-04-15,"STA1",226,56,-99,-99
1963,1963-04-22,"STA1",0,0,-99,-99
1964,1964-01-13,"STA1",460,53,-99,-99
1964,1964-01-20,"STA1",434,41,-99,-99
1964,1964-01-27,"STA1",312,28,-99,-99
1964,1964-02-03,"STA1",419,91,-99,-99
1964,1964-02-10,"STA1",444,104,-99,-99
1964,1964-02-17,"STA1",607,107,-99,-99
1964,1964-02-24,"STA1",516,119,-99,-99
1964,1964-03-02,"STA1",490,140,-99,-99
1964,1964-03-09,"STA1",356,127,-99,-99
1964,1964-03-16,"STA1",414,124,-99,-99
1964,1964-03-23,"STA1",404,124,-99,-99
1964,1964-03-30,"STA1",544,157,-99,-99
1964,1964-04-06,"STA1",526,165,-99,-99
1964,1964-04-13,"STA1",211,74,-99,-99
1964,1964-04-20,"STA1",0,0,-99,-99
1965,1964-12-14,"STA1",157,23,-99,-99
1965,1964-12-21,"STA1",201,51,-99,-99
1965,1964-12-28,"STA1",221,43,-99,-99
1965,1965-01-05,"STA1",160,48,-99,-99
1965,1965-01-11,"STA1",155,43,-99,-99
1965,1965-01-18,"STA1",231,56,-99,-99
1965,1965-01-25,"STA1",411,81,-99,-99
1965,1965-02-09,"STA1",363,91,-99,-99
1965,1965-02-15,"STA1",419,117,-99,-99
1965,1965-02-23,"STA1",503,114,-99,-99
1965,1965-03-01,"STA1",455,114,-99,-99
1965,1965-03-08,"STA1",300,104,-99,-99
1965,1965-03-15,"STA1",335,119,-99,-99
1965,1965-03-22,"STA1",300,102,-99,-99
1965,1965-04-05,"STA1",269,109,-99,-99
1965,1965-04-19,"STA1",30,8,-99,-99
1966,1965-12-13,"STA1",376,69,-99,-99
1966,1965-12-27,"STA1",318,86,-99,-99
1966,1966-01-04,"STA1",251,76,-99,-99
1966,1966-01-10,"STA1",409,114,-99,-99
1966,1966-01-19,"STA1",409,114,-99,-99
1966,1966-01-25,"STA1",439,109,-99,-99
1966,1966-01-31,"STA1",582,130,-99,-99
1966,1966-02-07,"STA1",538,137,-99,-99
1966,1966-02-21,"STA1",513,145,-99,-99
1966,1966-02-28,"STA1",632,168,-99,-99
1966,1966-03-07,"STA1",505,130,-99,-99
1966,1966-03-14,"STA1",584,160,-99,-99
1966,1966-03-21,"STA1",447,163,-99,-99
1966,1966-03-24,"STA1",356,117,-99,-99
1966,1966-03-28,"STA1",290,97,-99,-99
1966,1966-04-04,"STA1",274,84,-99,-99
1966,1966-04-07,"STA1",323,112,-99,-99
1966,1966-04-11,"STA1",274,94,-99,-99
1966,1966-04-18,"STA1",-99,0,-99,-99
1967,1967-01-10,"STA1",389,81,-99,-99
1967,1967-01-17,"STA1",371,86,-99,-99
1967,1967-01-24,"STA1",241,81,-99,-99
1967,1967-01-31,"STA1",257,76,-99,-99
1967,1967-02-07,"STA1",472,107,-99,-99
1967,1967-02-15,"STA1",462,127,-99,-99
1967,1967-03-01,"STA1",795,173,-99,-99
1967,1967-03-08,"STA1",846,208,-99,-99
1967,1967-03-13,"STA1",582,173,-99,-99
1967,1967-03-16,"STA1",701,185,-99,-99
1967,1967-03-27,"STA1",495,165,-99,-99
1967,1967-03-30,"STA1",411,130,-99,-99
1967,1967-04-03,"STA1",41,15,-99,-99
1967,1967-04-11,"STA1",-99,0,-99,-99
1967,1967-04-14,"STA1",0,0,-99,-99
1967,1967-04-20,"STA1",163,43,-99,-99
1967,1967-04-25,"STA1",0,0,-99,-99
1964,1964-01-06,"STA10",368,18,-99,-99
1964,1964-01-13,"STA10",523,66,-99,-99
1964,1964-01-20,"STA10",531,58,-99,-99
1964,1964-01-27,"STA10",444,53,-99,-99
1964,1964-02-03,"STA10",526,122,-99,-99
1964,1964-02-24,"STA10",607,150,-99,-99
1964,1964-03-02,"STA10",584,160,-99,-99
1964,1964-03-09,"STA10",411,124,-99,-99
1964,1964-03-16,"STA10",531,173,-99,-99
1964,1964-03-23,"STA10",462,145,-99,-99
1964,1964-03-30,"STA10",625,190,-99,-99
1964,1964-04-06,"STA10",605,206,-99,-99
1964,1964-04-13,"STA10",257,86,-99,-99
1964,1964-04-20,"STA10",10,3,-99,-99
1965,1964-12-07,"STA10",251,51,-99,-99
1965,1964-12-14,"STA10",188,33,-99,-99
1965,1964-12-21,"STA10",239,51,-99,-99
1965,1964-12-28,"STA10",257,53,-99,-99
1965,1965-01-18,"STA10",274,56,-99,-99
1965,1965-01-25,"STA10",465,86,-99,-99
1965,1965-02-01,"STA10",483,114,-99,-99
1965,1965-02-15,"STA10",483,142,-99,-99
1965,1965-02-23,"STA10",564,137,-99,-99
1965,1965-03-01,"STA10",549,124,-99,-99
1965,1965-03-08,"STA10",432,142,-99,-99
1965,1965-03-15,"STA10",391,145,-99,-99
1965,1965-03-22,"STA10",389,140,-99,-99
1965,1965-04-05,"STA10",411,155,-99,-99
1965,1965-04-19,"STA10",48,18,-99,-99
1966,1965-12-13,"STA10",406,89,-99,-99
1966,1965-12-15,"STA10",429,94,-99,-99
1966,1965-12-27,"STA10",417,107,-99,-99
1966,1966-01-04,"STA10",328,89,-99,-99
1966,1966-01-10,"STA10",498,117,-99,-99
1966,1966-01-25,"STA10",564,137,-99,-99
1966,1966-01-31,"STA10",754,165,-99,-99
1966,1966-02-07,"STA10",683,175,-99,-99
1966,1966-02-21,"STA10",640,180,-99,-99
1966,1966-02-28,"STA10",749,196,-99,-99
1966,1966-03-07,"STA10",622,178,-99,-99
1966,1966-03-14,"STA10",772,231,-99,-99
1966,1966-03-21,"STA10",546,183,-99,-99
1966,1966-03-28,"STA10",432,145,-99,-99
1966,1966-04-04,"STA10",493,173,-99,-99
1966,1966-04-07,"STA10",452,168,-99,-99
1966,1966-04-11,"STA10",460,170,-99,-99
1966,1966-04-18,"STA10",183,61,-99,-99
1966,1966-04-25,"STA10",0,0,-99,-99
1967,1967-01-03,"STA10",460,84,-99,-99
1967,1967-01-10,"STA10",414,91,-99,-99
1967,1967-01-17,"STA10",401,91,-99,-99
1967,1967-01-25,"STA10",272,84,-99,-99
1967,1967-01-30,"STA10",340,94,-99,-99
1967,1967-02-07,"STA10",538,130,-99,-99
1967,1967-03-01,"STA10",876,193,-99,-99
1967,1967-03-08,"STA10",919,236,-99,-99
1967,1967-03-13,"STA10",668,193,-99,-99
1967,1967-03-16,"STA10",759,216,-99,-99
1967,1967-03-27,"STA10",584,196,-99,-99
1967,1967-03-30,"STA10",478,173,-99,-99
1967,1967-04-03,"STA10",132,48,-99,-99
1967,1967-04-11,"STA10",84,23,-99,-99
1967,1967-04-14,"STA10",15,5,-99,-99
1967,1967-04-20,"STA10",193,53,-99,-99
1967,1967-04-25,"STA10",94,23,-99,-99
1968,1967-12-06,"STA10",262,48,-99,-99
1968,1967-12-11,"STA10",378,79,-99,-99
1968,1967-12-18,"STA10",239,66,-99,-99
1968,1968-01-10,"STA10",714,157,-99,-99
1968,1968-01-22,"STA10",640,165,-99,-99
1968,1968-01-31,"STA10",803,196,-99,-99
1968,1968-02-05,"STA10",683,185,-99,-99
1968,1968-02-12,"STA10",820,198,-99,-99
1968,1968-02-19,"STA10",823,198,-99,-99
1968,1968-02-26,"STA10",803,226,-99,-99
1968,1968-03-04,"STA10",897,236,-99,-99
1968,1968-03-11,"STA10",724,213,-99,-99
1968,1968-03-19,"STA10",589,196,-99,-99
1968,1968-03-25,"STA10",488,170,-99,-99
1968,1968-04-03,"STA10",112,38,-99,-99
1968,1968-04-08,"STA10",0,0,-99,-99
1969,1968-11-14,"STA10",178,30,-99,-99
1969,1968-11-21,"STA10",196,38,-99,-99
1969,1968-11-26,"STA10",178,43,-99,-99
1969,1968-12-03,"STA10",157,51,-99,-99
1969,1968-12-18,"STA10",447,102,-99,-99
1969,1968-12-24,"STA10",706,145,-99,-99
1969,1969-01-02,"STA10",739,137,-99,-99
1969,1969-01-10,"STA10",942,170,-99,-99
1969,1969-01-14,"STA10",851,193,-99,-99
1969,1969-01-21,"STA10",800,188,-99,-99
1969,1969-01-28,"STA10",658,198,-99,-99
1969,1969-02-04,"STA10",1097,269,-99,-99
1969,1969-02-13,"STA10",1212,307,-99,-99
1969,1969-02-18,"STA10",1074,318,-99,-99
1969,1969-03-04,"STA10",1471,373,-99,-99
1969,1969-03-11,"STA10",1412,391,-99,-99
1969,1969-03-18,"STA10",1334,439,-99,-99
1969,1969-03-27,"STA10",1400,427,-99,-99
1969,1969-04-01,"STA10",1245,429,-99,-99
1969,1969-04-09,"STA10",1003,384,-99,-99
1969,1969-04-15,"STA10",625,251,-99,-99
1969,1969-04-22,"STA10",224,91,-99,-99
1969,1969-04-28,"STA10",-99,43,-99,-99
1970,1969-12-29,"STA10",366,71,-99,-99
1970,1970-01-12,"STA10",-99,58,-99,-99
1970,1970-01-19,"STA10",373,66,-99,-99
1970,1970-01-27,"STA10",460,81,-99,-99
1970,1970-02-02,"STA10",424,71,-99,-99
1970,1970-02-09,"STA10",262,74,-99,-99
1970,1970-02-16,"STA10",432,84,-99,-99
1970,1970-02-24,"STA10",450,114,-99,-99
1970,1970-03-03,"STA10",475,112,-99,-99
1970,1970-03-09,"STA10",488,114,-99,-99
1970,1970-03-16,"STA10",594,152,-99,-99
1970,1970-03-30,"STA10",513,152,-99,-99
1970,1970-04-06,"STA10",597,206,-99,-99
1970,1970-04-13,"STA10",439,142,-99,-99
1970,1970-04-20,"STA10",97,38,-99,-99
1971,1970-12-15,"STA10",401,58,-99,-99
1971,1970-12-21,"STA10",462,91,-99,-99
1971,1970-12-28,"STA10",724,109,-99,-99
1971,1971-01-04,"STA10",625,135,-99,-99
1971,1971-01-11,"STA10",592,140,-99,-99
1971,1971-01-18,"STA10",678,135,-99,-99
1971,1971-01-25,"STA10",815,175,-99,-99
1971,1971-02-01,"STA10",980,216,-99,-99
1971,1971-02-08,"STA10",1189,269,-99,-99
1971,1971-02-16,"STA10",955,284,-99,-99
1971,1971-02-22,"STA10",1064,312,-99,-99
1971,1971-03-01,"STA10",1069,307,-99,-99
1971,1971-03-08,"STA10",1367,363,-99,-99
1971,1971-03-15,"STA10",1242,368,-99,-99
1971,1971-03-22,"STA10",1285,373,-99,-99
1971,1971-03-29,"STA10",1128,368,-99,-99
1971,1971-04-05,"STA10",904,325,-99,-99
1971,1971-04-12,"STA10",752,284,-99,-99
1971,1971-04-19,"STA10",472,224,-99,-99
1971,1971-04-26,"STA10",254,104,-99,-99
1971,1971-05-04,"STA10",0,0,-99,-99
1972,1971-11-29,"STA10",234,25,-99,-99
1972,1971-12-06,"STA10",384,76,-99,-99
1972,1971-12-13,"STA10",353,94,-99,-99
1972,1971-12-21,"STA10",475,89,-99,-99
1972,1971-12-27,"STA10",427,94,-99,-99
1972,1972-01-03,"STA10",721,152,-99,-99
1972,1972-01-10,"STA10",622,137,-99,-99
1972,1972-01-18,"STA10",574,152,-99,-99
1972,1972-01-24,"STA10",663,150,-99,-99
1972,1972-01-31,"STA10",691,170,-99,-99
1972,1972-02-07,"STA10",780,213,-99,-99
1972,1972-02-14,"STA10",716,188,-99,-99
1972,1972-02-22,"STA10",754,203,-99,-99
1972,1972-02-28,"STA10",978,259,-99,-99
1972,1972-03-06,"STA10",965,229,-99,-99
1972,1972-03-13,"STA10",932,267,-99,-99
1972,1972-03-20,"STA10",833,249,-99,-99
1972,1972-03-27,"STA10",856,259,-99,-99
1972,1972-04-03,"STA10",886,234,-99,-99
1972,1972-04-10,"STA10",841,269,-99,-99
1972,1972-04-17,"STA10",838,267,-99,-99
1972,1972-04-24,"STA10",566,180,-99,-99
1972,1972-05-01,"STA10",107,36,-99,-99
1972,1972-05-08,"STA10",0,0,-99,-99
1973,1972-12-04,"STA10",356,58,-99,-99
1973,1972-12-11,"STA10",503,91,-99,-99
1973,1972-12-18,"STA10",660,107,-99,-99
1973,1972-12-26,"STA10",635,135,-99,-99
1973,1973-01-02,"STA10",691,160,-99,-99
1973,1973-01-08,"STA10",726,188,-99,-99
1973,1973-01-15,"STA10",726,188,-99,-99
1973,1973-01-22,"STA10",587,180,-99,-99
1973,1973-01-30,"STA10",706,178,-99,-99
1973,1973-02-05,"STA10",533,178,-99,-99
1973,1973-02-12,"STA10",566,183,-99,-99
1973,1973-02-20,"STA10",665,221,-99,-99
1973,1973-02-26,"STA10",643,188,-99,-99
1973,1973-03-05,"STA10",620,198,-99,-99
1973,1973-03-12,"STA10",483,175,-99,-99
1973,1973-03-19,"STA10",262,81,-99,-99
1973,1973-03-27,"STA10",114,41,-99,-99
1973,1973-04-03,"STA10",81,15,-99,-99
1973,1973-04-09,"STA10",53,18,-99,-99
1973,1973-04-16,"STA10",23,8,-99,-99
1974,1974-01-15,"STA10",292,43,-99,-99
1974,1974-01-21,"STA10",381,74,-99,-99
1974,1974-01-28,"STA10",241,64,-99,-99
1974,1974-02-04,"STA10",295,76,-99,-99
1974,1974-02-11,"STA10",447,91,-99,-99
1974,1974-02-19,"STA10",437,91,-99,-99
1974,1974-02-25,"STA10",495,122,-99,-99
1974,1974-03-04,"STA10",472,140,-99,-99
1974,1974-03-11,"STA10",269,89,-99,-99
1974,1974-03-18,"STA10",462,119,-99,-99
1974,1974-03-25,"STA10",442,109,-99,-99
1974,1974-04-01,"STA10",495,124,-99,-99
1974,1974-04-08,"STA10",297,122,-99,-99
1974,1974-04-15,"STA10",152,61,-99,-99
1974,1974-04-22,"STA10",0,0,-99,-99
1975,1974-12-23,"STA10",274,36,-99,-99
1975,1974-12-30,"STA10",302,61,-99,-99
1975,1975-01-06,"STA10",358,104,-99,-99
1975,1975-01-13,"STA10",323,76,-99,-99
1975,1975-01-20,"STA10",462,89,-99,-99
1975,1975-01-27,"STA10",569,112,-99,-99
1975,1975-02-03,"STA10",612,127,-99,-99
1975,1975-02-10,"STA10",780,152,-99,-99
1975,1975-02-18,"STA10",831,183,-99,-99
1975,1975-03-03,"STA10",638,206,-99,-99
1975,1975-03-10,"STA10",836,251,-99,-99
1975,1975-03-17,"STA10",813,274,-99,-99
1975,1975-03-24,"STA10",589,213,-99,-99
1975,1975-03-31,"STA10",594,201,-99,-99
1975,1975-04-07,"STA10",757,277,-99,-99
1975,1975-04-14,"STA10",635,267,-99,-99
1975,1975-04-21,"STA10",284,145,-99,-99
1975,1975-04-28,"STA10",66,41,-99,-99
1975,1975-05-05,"STA10",0,0,-99,-99
1976,1975-12-29,"STA10",292,74,-99,-99
1976,1976-01-05,"STA10",554,89,-99,-99
1976,1976-01-12,"STA10",696,122,-99,-99
1976,1976-01-19,"STA10",714,122,-99,-99
1976,1976-02-03,"STA10",673,183,-99,-99
1976,1976-02-09,"STA10",673,180,-99,-99
1976,1976-02-23,"STA10",729,224,-99,-99
1976,1976-03-01,"STA10",523,196,-99,-99
1976,1976-03-08,"STA10",559,224,-99,-99
1976,1976-03-15,"STA10",673,206,-99,-99
1976,1976-03-22,"STA10",612,196,-99,-99
1976,1976-03-29,"STA10",348,127,-99,-99
1976,1976-04-05,"STA10",76,25,-99,-99
1976,1976-04-12,"STA10",0,0,-99,-99
1977,1976-12-20,"STA10",241,43,-99,-99
1977,1976-12-27,"STA10",315,53,-99,-99
1977,1977-01-03,"STA10",424,56,-99,-99
1977,1977-01-11,"STA10",770,117,-99,-99
1977,1977-01-17,"STA10",706,127,-99,-99
1977,1977-01-24,"STA10",648,150,-99,-99
1977,1977-01-31,"STA10",744,175,-99,-99
1977,1977-02-07,"STA10",785,180,-99,-99
1977,1977-02-14,"STA10",889,224,-99,-99
1977,1977-02-22,"STA10",940,218,-99,-99
1977,1977-02-28,"STA10",889,254,-99,-99
1977,1977-03-07,"STA10",876,267,-99,-99
1977,1977-03-15,"STA10",328,127,-99,-99
1977,1977-03-21,"STA10",335,124,-99,-99
1977,1977-03-28,"STA10",366,160,-99,-99
1977,1977-04-04,"STA10",0,0,-99,-99
1977,1977-04-11,"STA10",20,10,-99,-99
1977,1977-04-18,"STA10",-99,0,-99,-99
1978,1977-12-12,"STA10",394,104,-99,-99
1978,1977-12-19,"STA10",457,97,-99,-99
1978,1977-12-27,"STA10",411,119,-99,-99
1978,1978-01-03,"STA10",516,112,-99,-99
1978,1978-01-11,"STA10",488,117,-99,-99
1978,1978-01-16,"STA10",630,147,-99,-99
1978,1978-01-23,"STA10",831,229,-99,-99
1978,1978-01-30,"STA10",655,216,-99,-99
1978,1978-02-06,"STA10",663,216,-99,-99
1978,1978-02-13,"STA10",803,236,-99,-99
1978,1978-02-21,"STA10",775,241,-99,-99
1978,1978-02-27,"STA10",749,244,-99,-99
1978,1978-03-06,"STA10",724,231,-99,-99
1978,1978-03-13,"STA10",665,224,-99,-99
1978,1978-03-20,"STA10",714,264,-99,-99
1978,1978-03-28,"STA10",681,244,-99,-99
1978,1978-04-03,"STA10",696,239,-99,-99
1978,1978-04-10,"STA10",632,218,-99,-99
1978,1978-04-17,"STA10",549,218,-99,-99
1978,1978-04-24,"STA10",307,124,-99,-99
1978,1978-05-01,"STA10",0,0,-99,-99
1978,1978-05-08,"STA10",0,-99,-99,-99
1964,1964-01-06,"STA11",328,20,-99,-99
1964,1964-01-13,"STA11",533,71,-99,-99
1964,1964-01-20,"STA11",472,48,-99,-99
1964,1964-01-27,"STA11",411,64,-99,-99
1964,1964-02-03,"STA11",518,132,-99,-99
1964,1964-02-17,"STA11",759,145,-99,-99
1964,1964-02-24,"STA11",533,130,-99,-99
1964,1964-03-02,"STA11",526,155,-99,-99
1964,1964-03-09,"STA11",358,117,-99,-99
1964,1964-03-16,"STA11",493,160,-99,-99
1964,1964-03-23,"STA11",480,147,-99,-99
1964,1964-03-30,"STA11",635,198,-99,-99
1964,1964-04-06,"STA11",554,175,-99,-99
1964,1964-04-13,"STA11",175,64,-99,-99
1964,1964-04-20,"STA11",0,0,-99,-99
1965,1964-12-07,"STA11",254,23,-99,-99
1965,1964-12-14,"STA11",155,33,-99,-99
1965,1964-12-21,"STA11",239,36,-99,-99
1965,1964-12-28,"STA11",236,38,-99,-99
1965,1965-01-25,"STA11",457,74,-99,-99
1965,1965-02-01,"STA11",457,107,-99,-99
1965,1965-02-09,"STA11",384,102,-99,-99
1965,1965-02-15,"STA11",457,119,-99,-99
1965,1965-02-23,"STA11",-99,135,-99,-99
1965,1965-03-01,"STA11",538,295,-99,-99
1965,1965-03-08,"STA11",376,99,-99,-99
1965,1965-03-15,"STA11",348,117,-99,-99
1965,1965-03-22,"STA11",414,124,-99,-99
1965,1965-04-05,"STA11",351,117,-99,-99
1965,1965-04-19,"STA11",84,30,-99,-99
1966,1965-12-15,"STA11",389,86,-99,-99
1966,1966-01-04,"STA11",345,97,-99,-99
1966,1966-01-26,"STA11",528,135,-99,-99
1966,1966-02-07,"STA11",671,170,-99,-99
1966,1966-02-28,"STA11",729,203,-99,-99
1966,1966-03-07,"STA11",607,173,-99,-99
1966,1966-03-14,"STA11",678,206,-99,-99
1966,1966-03-21,"STA11",503,175,-99,-99
1966,1966-03-28,"STA11",394,135,-99,-99
1966,1966-04-04,"STA11",472,168,-99,-99
1966,1966-04-07,"STA11",389,135,-99,-99
1966,1966-04-11,"STA11",452,147,-99,-99
1966,1966-04-18,"STA11",160,53,-99,-99
1967,1967-01-10,"STA11",399,84,-99,-99
1967,1967-01-17,"STA11",386,89,-99,-99
1967,1967-01-25,"STA11",277,86,-99,-99
1967,1967-01-30,"STA11",310,89,-99,-99
1967,1967-02-07,"STA11",523,124,-99,-99
1967,1967-02-15,"STA11",483,132,-99,-99
1967,1967-03-01,"STA11",914,203,-99,-99
1967,1967-03-08,"STA11",922,231,-99,-99
1967,1967-03-13,"STA11",671,206,-99,-99
1967,1967-03-21,"STA11",683,203,-99,-99
1967,1967-03-30,"STA11",490,157,-99,-99
1967,1967-04-11,"STA11",71,23,-99,-99
1967,1967-04-14,"STA11",0,0,-99,-99
1967,1967-04-20,"STA11",178,48,-99,-99
1967,1967-04-25,"STA11",86,20,-99,-99
1968,1968-03-04,"STA11",737,203,-99,-99
1968,1968-03-11,"STA11",660,178,-99,-99
1968,1968-03-19,"STA11",566,188,-99,-99
1968,1968-03-25,"STA11",386,127,-99,-99
1968,1968-04-03,"STA11",76,25,-99,-99
1968,1968-04-08,"STA11",0,0,-99,-99
1969,1969-03-11,"STA11",1349,363,-99,-99
1969,1969-03-18,"STA11",1168,391,-99,-99
1969,1969-03-26,"STA11",1219,384,-99,-99
1969,1969-04-01,"STA11",1120,376,-99,-99
1969,1969-04-09,"STA11",914,345,-99,-99
1969,1969-04-15,"STA11",599,262,-99,-99
1969,1969-04-22,"STA11",185,74,-99,-99
1969,1969-04-28,"STA11",-99,0,-99,-99
1970,1970-03-03,"STA11",429,91,-99,-99
1970,1970-03-09,"STA11",508,117,-99,-99
1970,1970-03-16,"STA11",622,152,-99,-99
1970,1970-03-23,"STA11",592,173,-99,-99
1970,1970-03-30,"STA11",488,152,-99,-99
1970,1970-04-06,"STA11",564,183,-99,-99
1970,1970-04-13,"STA11",444,135,-99,-99
1970,1970-04-20,"STA11",91,46,-99,-99
1971,1971-03-01,"STA11",993,305,-99,-99
1971,1971-03-08,"STA11",1311,325,-99,-99
1971,1971-03-15,"STA11",1176,358,-99,-99
1971,1971-03-22,"STA11",1316,389,-99,-99
1971,1971-03-29,"STA11",1161,371,-99,-99
1971,1971-04-05,"STA11",912,330,-99,-99
1971,1971-04-12,"STA11",729,274,-99,-99
1971,1971-04-19,"STA11",478,201,-99,-99
1971,1971-04-26,"STA11",244,89,-99,-99
1971,1971-05-04,"STA11",0,0,-99,-99
1972,1972-03-06,"STA11",940,226,-99,-99
1972,1972-03-13,"STA11",881,257,-99,-99
1972,1972-03-20,"STA11",823,224,-99,-99
1972,1972-03-27,"STA11",828,249,-99,-99
1972,1972-04-03,"STA11",820,226,-99,-99
1972,1972-04-10,"STA11",831,251,-99,-99
