"","obs_date","watershed","winter","Site","snow_depth","swe","frost_depth","frost_pct","yr","mo","da","wk"
"1","1955-12-05",1,1956,"STA1",178,30,-99,-99,1955,12,5,49
"2","1955-12-05",1,1956,"STA2",183,30,0,0,1955,12,5,49
"3","1955-12-05",1,1956,"STA3",234,41,-99,-99,1955,12,5,49
"4","1955-12-19",1,1956,"STA1",249,28,-99,-99,1955,12,19,51
"5","1955-12-19",1,1956,"STA2",287,43,-99,10,1955,12,19,51
"6","1955-12-19",1,1956,"STA3",333,53,-99,-99,1955,12,19,51
"7","1956-01-03",1,1956,"STA1",338,58,-99,-99,1956,1,3,1
"8","1956-01-03",1,1956,"STA2",371,69,53,80,1956,1,3,1
"9","1956-01-03",1,1956,"STA3",495,86,-99,-99,1956,1,3,1
"10","1956-01-09",1,1956,"STA1",160,36,-99,-99,1956,1,9,2
"11","1956-01-09",1,1956,"STA2",-99,69,-99,-99,1956,1,9,2
"12","1956-01-13",1,1956,"STA1",15,-99,-99,-99,1956,1,13,2
"13","1956-01-16",1,1956,"STA1",122,-99,-99,-99,1956,1,16,3
"14","1956-01-16",1,1956,"STA2",119,-99,64,30,1956,1,16,3
"15","1956-01-16",1,1956,"STA3",185,-99,-99,-99,1956,1,16,3
"16","1956-01-23",1,1956,"STA1",114,-99,-99,-99,1956,1,23,4
"17","1956-01-23",1,1956,"STA2",140,-99,43,30,1956,1,23,4
"18","1956-01-23",1,1956,"STA3",264,-99,-99,-99,1956,1,23,4
"19","1956-01-30",1,1956,"STA1",147,33,-99,-99,1956,1,30,5
"20","1956-01-30",1,1956,"STA2",175,38,58,40,1956,1,30,5
"21","1956-01-30",1,1956,"STA3",290,56,-99,-99,1956,1,30,5
"22","1956-02-06",1,1956,"STA1",358,58,-99,-99,1956,2,6,6
"23","1956-02-06",1,1956,"STA2",391,56,69,30,1956,2,6,6
"24","1956-02-06",1,1956,"STA3",503,86,-99,-99,1956,2,6,6
"25","1956-02-13",1,1956,"STA1",419,74,-99,-99,1956,2,13,7
"26","1956-02-13",1,1956,"STA2",465,86,51,10,1956,2,13,7
"27","1956-02-13",1,1956,"STA3",587,117,-99,-99,1956,2,13,7
"28","1956-02-20",1,1956,"STA1",455,84,-99,-99,1956,2,20,8
"29","1956-02-20",1,1956,"STA2",511,104,38,20,1956,2,20,8
"30","1956-02-20",1,1956,"STA3",653,145,-99,-99,1956,2,20,8
"31","1956-02-27",1,1956,"STA1",472,84,-99,-99,1956,2,27,9
"32","1956-02-27",1,1956,"STA2",521,109,28,20,1956,2,27,9
"33","1956-02-27",1,1956,"STA3",678,142,-99,-99,1956,2,27,9
"34","1956-03-06",1,1956,"STA1",617,122,-99,-99,1956,3,6,10
"35","1956-03-06",1,1956,"STA2",701,145,-99,-99,1956,3,6,10
"36","1956-03-06",1,1956,"STA3",899,178,-99,-99,1956,3,6,10
"37","1956-03-12",1,1956,"STA1",632,160,-99,-99,1956,3,12,11
"38","1956-03-12",1,1956,"STA2",716,196,-99,-99,1956,3,12,11
"39","1956-03-12",1,1956,"STA3",874,229,-99,-99,1956,3,12,11
"40","1956-03-19",1,1956,"STA1",828,188,-99,-99,1956,3,19,12
"41","1956-03-19",1,1956,"STA2",912,224,-99,-99,1956,3,19,12
"42","1956-03-19",1,1956,"STA3",1194,269,-99,-99,1956,3,19,12
"43","1956-04-03",1,1956,"STA1",648,190,-99,-99,1956,4,3,14
"44","1956-04-03",1,1956,"STA2",678,236,-99,-99,1956,4,3,14
"45","1956-04-03",1,1956,"STA3",963,295,-99,-99,1956,4,3,14
"46","1956-04-09",1,1956,"STA1",475,160,-99,-99,1956,4,9,15
"47","1956-04-09",1,1956,"STA2",472,175,-99,-99,1956,4,9,15
"48","1956-04-09",1,1956,"STA3",714,231,-99,-99,1956,4,9,15
"49","1956-04-16",1,1956,"STA1",305,102,-99,-99,1956,4,16,16
"50","1956-04-16",1,1956,"STA2",287,94,-99,-99,1956,4,16,16
"51","1956-04-16",1,1956,"STA3",574,206,-99,-99,1956,4,16,16
"52","1956-04-23",1,1956,"STA1",135,28,-99,-99,1956,4,23,17
"53","1956-04-23",1,1956,"STA2",0,0,-99,-99,1956,4,23,17
"54","1956-04-23",1,1956,"STA3",516,152,-99,-99,1956,4,23,17
"55","1956-04-30",1,1956,"STA3",145,53,-99,-99,1956,4,30,18
"56","1956-11-22",1,1957,"STA2",-99,-99,64,0,1956,11,22,47
"57","1956-12-03",1,1957,"STA1",89,-99,-99,-99,1956,12,3,49
"58","1956-12-03",1,1957,"STA2",102,-99,20,0,1956,12,3,49
"59","1956-12-03",1,1957,"STA3",114,-99,-99,-99,1956,12,3,49
"60","1956-12-03",3,1957,"STA4",127,-99,-99,-99,1956,12,3,49
"61","1956-12-10",1,1957,"STA1",188,-99,-99,-99,1956,12,10,50
"62","1956-12-10",1,1957,"STA2",183,-99,0,0,1956,12,10,50
"63","1956-12-10",1,1957,"STA3",218,-99,-99,-99,1956,12,10,50
"64","1956-12-17",1,1957,"STA1",61,-99,-99,-99,1956,12,17,51
"65","1956-12-17",1,1957,"STA2",69,-99,0,0,1956,12,17,51
"66","1956-12-17",1,1957,"STA3",97,-99,-99,-99,1956,12,17,51
"67","1956-12-17",3,1957,"STA4",84,-99,-99,-99,1956,12,17,51
"68","1956-12-20",1,1957,"STA1",64,-99,-99,-99,1956,12,20,51
"69","1956-12-26",1,1957,"STA1",109,-99,-99,-99,1956,12,26,52
"70","1956-12-26",1,1957,"STA2",137,-99,0,0,1956,12,26,52
"71","1956-12-26",1,1957,"STA3",188,-99,-99,-99,1956,12,26,52
"72","1956-12-26",3,1957,"STA4",170,-99,-99,-99,1956,12,26,52
"73","1956-12-31",1,1957,"STA1",414,46,-99,-99,1956,12,31,53
"74","1957-01-07",1,1957,"STA1",422,58,-99,-99,1957,1,7,1
"75","1957-01-07",1,1957,"STA2",419,61,0,0,1957,1,7,1
"76","1957-01-07",1,1957,"STA3",523,86,-99,-99,1957,1,7,1
"77","1957-01-07",3,1957,"STA4",434,66,-99,-99,1957,1,7,1
"78","1957-01-16",1,1957,"STA1",516,99,-99,-99,1957,1,16,3
"79","1957-01-16",1,1957,"STA2",498,84,0,0,1957,1,16,3
"80","1957-01-16",1,1957,"STA3",594,107,-99,-99,1957,1,16,3
"81","1957-01-16",3,1957,"STA4",546,94,-99,-99,1957,1,16,3
"82","1957-01-21",1,1957,"STA1",450,86,-99,-99,1957,1,21,3
"83","1957-01-28",1,1957,"STA1",371,84,-99,-99,1957,1,28,4
"84","1957-01-28",1,1957,"STA2",333,79,25,0,1957,1,28,4
"85","1957-01-28",1,1957,"STA3",404,99,-99,-99,1957,1,28,4
"86","1957-01-28",3,1957,"STA4",257,64,-99,-99,1957,1,28,4
"87","1957-02-04",1,1957,"STA1",386,86,-99,-99,1957,2,4,5
"88","1957-02-11",1,1957,"STA1",439,81,-99,-99,1957,2,11,6
"89","1957-02-11",1,1957,"STA2",439,109,0,0,1957,2,11,6
"90","1957-02-11",1,1957,"STA3",556,119,-99,-99,1957,2,11,6
"91","1957-02-11",3,1957,"STA4",376,66,-99,-99,1957,2,11,6
"92","1957-02-18",1,1957,"STA1",490,109,-99,-99,1957,2,18,7
"93","1957-02-25",1,1957,"STA1",429,104,-99,-99,1957,2,25,8
"94","1957-02-25",1,1957,"STA2",460,119,0,0,1957,2,25,8
"95","1957-02-25",1,1957,"STA3",498,132,-99,-99,1957,2,25,8
"96","1957-02-25",3,1957,"STA4",419,99,-99,-99,1957,2,25,8
"97","1957-03-04",1,1957,"STA1",241,79,-99,-99,1957,3,4,9
"98","1957-03-11",1,1957,"STA1",251,109,-99,-99,1957,3,11,10
"99","1957-03-11",1,1957,"STA2",297,122,33,15,1957,3,11,10
"100","1957-03-11",1,1957,"STA3",396,89,-99,-99,1957,3,11,10
"101","1957-03-11",3,1957,"STA4",274,84,-99,-99,1957,3,11,10
"102","1957-03-18",1,1957,"STA1",208,69,-99,-99,1957,3,18,11
"103","1957-03-18",1,1957,"STA2",229,64,102,0,1957,3,18,11
"104","1957-03-18",1,1957,"STA3",368,114,-99,-99,1957,3,18,11
"105","1957-03-18",3,1957,"STA4",241,86,-99,-99,1957,3,18,11
"106","1957-03-26",1,1957,"STA1",58,13,-99,-99,1957,3,26,13
"107","1957-03-26",1,1957,"STA2",114,36,0,0,1957,3,26,13
"108","1957-03-26",1,1957,"STA3",264,81,-99,-99,1957,3,26,13
"109","1957-03-26",3,1957,"STA4",61,18,-99,-99,1957,3,26,13
"110","1957-04-01",1,1957,"STA1",0,0,-99,-99,1957,4,1,13
"111","1957-04-01",1,1957,"STA2",18,5,0,0,1957,4,1,13
"112","1957-04-01",1,1957,"STA3",155,56,-99,-99,1957,4,1,13
"113","1957-04-01",3,1957,"STA4",109,33,-99,-99,1957,4,1,13
"114","1957-04-08",1,1957,"STA1",0,0,-99,-99,1957,4,8,14
"115","1957-04-08",1,1957,"STA2",0,0,0,0,1957,4,8,14
"116","1957-04-08",1,1957,"STA3",91,30,-99,-99,1957,4,8,14
"117","1957-04-08",3,1957,"STA4",18,5,-99,-99,1957,4,8,14
"118","1957-04-15",1,1957,"STA1",0,0,-99,-99,1957,4,15,15
"119","1957-04-15",1,1957,"STA2",0,0,-99,-99,1957,4,15,15
"120","1957-04-15",1,1957,"STA3",89,30,-99,-99,1957,4,15,15
"121","1957-04-15",3,1957,"STA4",0,0,-99,-99,1957,4,15,15
"122","1957-12-02",1,1958,"STA1",175,18,-99,-99,1957,12,2,48
"123","1957-12-02",1,1958,"STA2",196,28,0,0,1957,12,2,48
"124","1957-12-02",1,1958,"STA3",310,13,-99,-99,1957,12,2,48
"125","1957-12-02",3,1958,"STA4",198,23,-99,-99,1957,12,2,48
"126","1957-12-02",3,1958,"STA5",290,28,-99,-99,1957,12,2,48
"127","1957-12-16",1,1958,"STA1",254,38,-99,-99,1957,12,16,50
"128","1957-12-16",1,1958,"STA2",272,30,0,0,1957,12,16,50
"129","1957-12-16",1,1958,"STA3",287,76,-99,-99,1957,12,16,50
"130","1957-12-16",3,1958,"STA4",259,58,-99,-99,1957,12,16,50
"131","1957-12-16",3,1958,"STA5",295,69,-99,-99,1957,12,16,50
"132","1958-01-06",1,1958,"STA1",165,15,-99,-99,1958,1,6,1
"133","1958-01-06",1,1958,"STA2",185,28,0,0,1958,1,6,1
"134","1958-01-06",1,1958,"STA3",213,43,-99,-99,1958,1,6,1
"135","1958-01-06",3,1958,"STA4",190,38,-99,-99,1958,1,6,1
"136","1958-01-06",3,1958,"STA5",193,46,-99,-99,1958,1,6,1
"137","1958-01-20",1,1958,"STA1",338,71,-99,-99,1958,1,20,3
"138","1958-01-20",1,1958,"STA2",366,79,-99,-99,1958,1,20,3
"139","1958-01-20",1,1958,"STA3",516,94,-99,-99,1958,1,20,3
"140","1958-01-20",3,1958,"STA4",368,79,-99,-99,1958,1,20,3
"141","1958-01-20",3,1958,"STA5",439,89,-99,-99,1958,1,20,3
"142","1958-02-03",1,1958,"STA1",693,132,-99,-99,1958,2,3,5
"143","1958-02-03",1,1958,"STA2",749,142,-99,-99,1958,2,3,5
"144","1958-02-03",1,1958,"STA3",937,193,-99,-99,1958,2,3,5
"145","1958-02-03",3,1958,"STA4",744,132,-99,-99,1958,2,3,5
"146","1958-02-03",3,1958,"STA5",851,190,-99,-99,1958,2,3,5
"147","1958-02-10",1,1958,"STA1",818,165,-99,-99,1958,2,10,6
"148","1958-02-10",3,1958,"STA4",759,152,-99,-99,1958,2,10,6
"149","1958-02-17",1,1958,"STA1",917,168,-99,-99,1958,2,17,7
"150","1958-02-17",1,1958,"STA2",980,178,-99,-99,1958,2,17,7
"151","1958-02-17",1,1958,"STA3",1100,155,-99,-99,1958,2,17,7
"152","1958-02-17",3,1958,"STA4",866,165,-99,-99,1958,2,17,7
"153","1958-02-17",3,1958,"STA5",1013,170,-99,-99,1958,2,17,7
"154","1958-02-24",1,1958,"STA1",846,229,-99,-99,1958,2,24,8
"155","1958-02-24",3,1958,"STA4",719,175,-99,-99,1958,2,24,8
"156","1958-03-03",1,1958,"STA1",869,206,-99,-99,1958,3,3,9
"157","1958-03-03",1,1958,"STA2",884,218,-99,-99,1958,3,3,9
"158","1958-03-03",1,1958,"STA3",1082,307,-99,-99,1958,3,3,9
"159","1958-03-03",3,1958,"STA4",800,201,-99,-99,1958,3,3,9
"160","1958-03-03",3,1958,"STA5",935,231,-99,-99,1958,3,3,9
"161","1958-03-10",1,1958,"STA1",757,185,-99,-99,1958,3,10,10
"162","1958-03-10",3,1958,"STA4",770,213,-99,-99,1958,3,10,10
"163","1958-03-17",1,1958,"STA1",762,188,-99,-99,1958,3,17,11
"164","1958-03-17",1,1958,"STA2",828,208,-99,-99,1958,3,17,11
"165","1958-03-17",1,1958,"STA3",1064,264,-99,-99,1958,3,17,11
"166","1958-03-17",3,1958,"STA4",777,206,-99,-99,1958,3,17,11
"167","1958-03-17",3,1958,"STA5",955,257,-99,-99,1958,3,17,11
"168","1958-03-24",1,1958,"STA1",709,221,-99,-99,1958,3,24,12
"169","1958-03-24",3,1958,"STA4",747,208,-99,-99,1958,3,24,12
"170","1958-03-31",1,1958,"STA1",508,145,-99,-99,1958,3,31,13
"171","1958-03-31",3,1958,"STA4",561,163,-99,-99,1958,3,31,13
"172","1958-04-14",1,1958,"STA1",434,163,-99,-99,1958,4,14,15
"173","1958-04-14",3,1958,"STA4",480,178,-99,-99,1958,4,14,15
"174","1958-04-21",1,1958,"STA1",-99,0,-99,-99,1958,4,21,16
"175","1958-04-21",1,1958,"STA2",-99,0,-99,-99,1958,4,21,16
"176","1958-04-21",1,1958,"STA3",208,91,-99,-99,1958,4,21,16
"177","1958-04-21",3,1958,"STA4",-99,0,-99,-99,1958,4,21,16
"178","1958-04-21",3,1958,"STA5",-99,0,-99,-99,1958,4,21,16
"179","1958-12-09",1,1959,"STA1",330,53,-99,-99,1958,12,9,49
"180","1958-12-09",1,1959,"STA2",366,71,0,0,1958,12,9,49
"181","1958-12-09",1,1959,"STA3",437,64,-99,-99,1958,12,9,49
"182","1958-12-09",3,1959,"STA4",366,66,-99,-99,1958,12,9,49
"183","1958-12-09",3,1959,"STA5",417,61,-99,-99,1958,12,9,49
"184","1958-12-22",1,1959,"STA1",404,61,-99,-99,1958,12,22,51
"185","1958-12-22",1,1959,"STA2",439,69,0,0,1958,12,22,51
"186","1958-12-22",1,1959,"STA3",503,81,-99,-99,1958,12,22,51
"187","1958-12-22",3,1959,"STA4",406,69,-99,-99,1958,12,22,51
"188","1958-12-22",3,1959,"STA5",437,79,-99,-99,1958,12,22,51
"189","1959-01-07",1,1959,"STA1",559,104,-99,-99,1959,1,7,1
"190","1959-01-07",1,1959,"STA2",617,97,0,0,1959,1,7,1
"191","1959-01-07",1,1959,"STA3",663,124,-99,-99,1959,1,7,1
"192","1959-01-07",3,1959,"STA4",528,86,-99,-99,1959,1,7,1
"193","1959-01-07",3,1959,"STA5",597,117,-99,-99,1959,1,7,1
"194","1959-01-20",1,1959,"STA1",505,122,-99,-99,1959,1,20,3
"195","1959-01-20",1,1959,"STA2",559,130,0,0,1959,1,20,3
"196","1959-01-20",1,1959,"STA3",660,157,-99,-99,1959,1,20,3
"197","1959-01-20",3,1959,"STA4",490,117,-99,-99,1959,1,20,3
"198","1959-01-20",3,1959,"STA5",526,124,-99,-99,1959,1,20,3
"199","1959-01-26",1,1959,"STA1",559,112,-99,-99,1959,1,26,4
"200","1959-01-26",1,1959,"STA2",592,130,0,0,1959,1,26,4
"201","1959-01-26",1,1959,"STA3",719,160,-99,-99,1959,1,26,4
"202","1959-01-26",3,1959,"STA4",582,109,-99,-99,1959,1,26,4
"203","1959-01-26",3,1959,"STA5",582,127,-99,-99,1959,1,26,4
"204","1959-02-02",1,1959,"STA1",505,117,-99,-99,1959,2,2,5
"205","1959-02-02",1,1959,"STA2",564,145,0,0,1959,2,2,5
"206","1959-02-02",1,1959,"STA3",683,165,-99,-99,1959,2,2,5
"207","1959-02-02",3,1959,"STA4",500,124,-99,-99,1959,2,2,5
"208","1959-02-02",3,1959,"STA5",541,137,-99,-99,1959,2,2,5
"209","1959-02-16",1,1959,"STA1",823,180,-99,-99,1959,2,16,7
"210","1959-02-16",1,1959,"STA2",864,180,0,0,1959,2,16,7
"211","1959-02-16",1,1959,"STA3",1008,206,-99,-99,1959,2,16,7
"212","1959-02-16",3,1959,"STA4",833,163,-99,-99,1959,2,16,7
"213","1959-02-16",3,1959,"STA5",861,185,-99,-99,1959,2,16,7
"214","1959-02-25",1,1959,"STA1",968,196,-99,-99,1959,2,25,8
"215","1959-02-25",1,1959,"STA2",947,188,0,0,1959,2,25,8
"216","1959-02-25",1,1959,"STA3",1105,231,-99,-99,1959,2,25,8
"217","1959-02-25",3,1959,"STA5",942,175,-99,-99,1959,2,25,8
"218","1959-03-10",1,1959,"STA1",940,226,-99,-99,1959,3,10,10
"219","1959-03-10",1,1959,"STA2",1006,216,0,0,1959,3,10,10
"220","1959-03-10",1,1959,"STA3",1171,244,-99,-99,1959,3,10,10
"221","1959-03-10",3,1959,"STA4",884,185,-99,-99,1959,3,10,10
"222","1959-03-10",3,1959,"STA5",937,206,-99,-99,1959,3,10,10
"223","1959-03-16",1,1959,"STA1",965,259,-99,-99,1959,3,16,11
"224","1959-03-16",1,1959,"STA2",968,229,0,0,1959,3,16,11
"225","1959-03-16",1,1959,"STA3",1250,330,-99,-99,1959,3,16,11
"226","1959-03-16",3,1959,"STA4",983,229,-99,-99,1959,3,16,11
"227","1959-03-16",3,1959,"STA5",1001,246,-99,-99,1959,3,16,11
"228","1959-03-23",1,1959,"STA1",767,180,-99,-99,1959,3,23,12
"229","1959-03-23",1,1959,"STA2",782,218,0,0,1959,3,23,12
"230","1959-03-23",1,1959,"STA3",1006,246,-99,-99,1959,3,23,12
"231","1959-03-23",3,1959,"STA4",607,157,-99,-99,1959,3,23,12
"232","1959-03-23",3,1959,"STA5",886,208,-99,-99,1959,3,23,12
"233","1959-03-30",1,1959,"STA1",724,208,-99,-99,1959,3,30,13
"234","1959-03-30",1,1959,"STA2",693,211,0,0,1959,3,30,13
"235","1959-03-30",1,1959,"STA3",970,279,-99,-99,1959,3,30,13
"236","1959-03-30",3,1959,"STA4",742,211,-99,-99,1959,3,30,13
"237","1959-03-30",3,1959,"STA5",765,267,-99,-99,1959,3,30,13
"238","1959-04-13",1,1959,"STA1",226,28,-99,-99,1959,4,13,15
"239","1959-04-13",1,1959,"STA2",262,51,0,0,1959,4,13,15
"240","1959-04-13",1,1959,"STA3",538,145,-99,-99,1959,4,13,15
"241","1959-04-13",3,1959,"STA4",231,53,-99,-99,1959,4,13,15
"242","1959-04-13",3,1959,"STA5",343,99,-99,-99,1959,4,13,15
"243","1960-01-04",1,1960,"STA1",305,56,-99,-99,1960,1,4,1
"244","1960-01-04",1,1960,"STA2",320,61,0,0,1960,1,4,1
"245","1960-01-04",1,1960,"STA3",401,64,-99,-99,1960,1,4,1
"246","1960-01-04",3,1960,"STA4",333,64,-99,-99,1960,1,4,1
"247","1960-01-04",3,1960,"STA5",330,71,-99,-99,1960,1,4,1
"248","1960-01-04",4,1960,"STA6",396,79,-99,-99,1960,1,4,1
"249","1960-01-04",4,1960,"STA7",356,76,-99,-99,1960,1,4,1
"250","1960-01-04",4,1960,"STA8",302,61,-99,-99,1960,1,4,1
"251","1960-01-18",1,1960,"STA1",378,71,-99,-99,1960,1,18,3
"252","1960-01-18",1,1960,"STA2",401,76,0,0,1960,1,18,3
"253","1960-01-18",1,1960,"STA3",475,99,-99,-99,1960,1,18,3
"254","1960-01-18",3,1960,"STA4",411,66,-99,-99,1960,1,18,3
"255","1960-01-18",3,1960,"STA5",386,66,-99,-99,1960,1,18,3
"256","1960-01-18",4,1960,"STA6",437,81,-99,-99,1960,1,18,3
"257","1960-01-18",4,1960,"STA7",396,76,-99,-99,1960,1,18,3
"258","1960-01-18",4,1960,"STA8",384,74,-99,-99,1960,1,18,3
"259","1960-01-25",1,1960,"STA1",452,79,-99,-99,1960,1,25,4
"260","1960-01-25",1,1960,"STA2",498,94,0,0,1960,1,25,4
"261","1960-01-25",1,1960,"STA3",531,109,-99,-99,1960,1,25,4
"262","1960-01-25",3,1960,"STA4",503,91,-99,-99,1960,1,25,4
"263","1960-01-25",3,1960,"STA5",483,89,-99,-99,1960,1,25,4
"264","1960-01-25",4,1960,"STA6",549,117,-99,-99,1960,1,25,4
"265","1960-01-25",4,1960,"STA7",511,99,-99,-99,1960,1,25,4
"266","1960-01-25",4,1960,"STA8",460,86,-99,-99,1960,1,25,4
"267","1960-02-02",1,1960,"STA1",676,130,-99,-99,1960,2,2,5
"268","1960-02-02",1,1960,"STA2",688,122,0,0,1960,2,2,5
"269","1960-02-02",1,1960,"STA3",775,127,-99,-99,1960,2,2,5
"270","1960-02-02",3,1960,"STA4",678,140,-99,-99,1960,2,2,5
"271","1960-02-02",3,1960,"STA5",691,142,-99,-99,1960,2,2,5
"272","1960-02-02",4,1960,"STA6",709,142,-99,-99,1960,2,2,5
"273","1960-02-02",4,1960,"STA7",709,135,-99,-99,1960,2,2,5
"274","1960-02-02",4,1960,"STA8",622,109,-99,-99,1960,2,2,5
"275","1960-02-08",1,1960,"STA1",625,122,-99,-99,1960,2,8,6
"276","1960-02-15",1,1960,"STA1",500,132,-99,-99,1960,2,15,7
"277","1960-02-15",1,1960,"STA2",607,155,-99,-99,1960,2,15,7
"278","1960-02-15",1,1960,"STA3",696,163,-99,-99,1960,2,15,7
"279","1960-02-15",3,1960,"STA4",538,152,-99,-99,1960,2,15,7
"280","1960-02-15",3,1960,"STA5",610,150,-99,-99,1960,2,15,7
"281","1960-02-15",4,1960,"STA6",660,168,-99,-99,1960,2,15,7
"282","1960-02-15",4,1960,"STA7",587,147,-99,-99,1960,2,15,7
"283","1960-02-15",4,1960,"STA8",467,114,-99,-99,1960,2,15,7
"284","1960-02-23",1,1960,"STA1",655,152,-99,-99,1960,2,23,8
"285","1960-02-23",1,1960,"STA2",678,140,0,0,1960,2,23,8
"286","1960-02-23",1,1960,"STA3",864,198,-99,-99,1960,2,23,8
"287","1960-02-23",3,1960,"STA4",686,170,-99,-99,1960,2,23,8
"288","1960-02-23",3,1960,"STA5",749,193,-99,-99,1960,2,23,8
"289","1960-02-23",4,1960,"STA6",798,188,-99,-99,1960,2,23,8
"290","1960-02-23",4,1960,"STA7",688,168,-99,-99,1960,2,23,8
"291","1960-02-23",4,1960,"STA8",665,160,-99,-99,1960,2,23,8
"292","1960-02-29",1,1960,"STA1",747,193,-99,-99,1960,2,29,9
"293","1960-02-29",1,1960,"STA2",744,190,76,20,1960,2,29,9
"294","1960-02-29",1,1960,"STA3",950,267,-99,-99,1960,2,29,9
"295","1960-02-29",3,1960,"STA4",775,168,-99,-99,1960,2,29,9
"296","1960-02-29",3,1960,"STA5",841,216,-99,-99,1960,2,29,9
"297","1960-02-29",4,1960,"STA6",904,249,-99,-99,1960,2,29,9
"298","1960-02-29",4,1960,"STA7",785,201,-99,-99,1960,2,29,9
"299","1960-02-29",4,1960,"STA8",747,185,-99,-99,1960,2,29,9
"300","1960-03-07",1,1960,"STA1",836,203,-99,-99,1960,3,7,10
"301","1960-03-07",1,1960,"STA2",828,216,0,0,1960,3,7,10
"302","1960-03-07",1,1960,"STA3",986,251,-99,-99,1960,3,7,10
"303","1960-03-07",3,1960,"STA4",803,188,-99,-99,1960,3,7,10
"304","1960-03-07",3,1960,"STA5",889,216,-99,-99,1960,3,7,10
"305","1960-03-07",4,1960,"STA6",978,257,-99,-99,1960,3,7,10
"306","1960-03-07",4,1960,"STA7",813,208,-99,-99,1960,3,7,10
"307","1960-03-07",4,1960,"STA8",831,206,-99,-99,1960,3,7,10
"308","1960-03-14",1,1960,"STA1",757,218,-99,-99,1960,3,14,11
"309","1960-03-14",1,1960,"STA2",714,198,0,0,1960,3,14,11
"310","1960-03-14",1,1960,"STA3",993,295,-99,-99,1960,3,14,11
"311","1960-03-14",3,1960,"STA4",721,190,-99,-99,1960,3,14,11
"312","1960-03-14",3,1960,"STA5",770,201,-99,-99,1960,3,14,11
"313","1960-03-14",4,1960,"STA6",841,234,-99,-99,1960,3,14,11
"314","1960-03-14",4,1960,"STA7",747,190,-99,-99,1960,3,14,11
"315","1960-03-14",4,1960,"STA8",683,185,-99,-99,1960,3,14,11
"316","1960-03-21",1,1960,"STA1",729,193,-99,-99,1960,3,21,12
"317","1960-03-21",1,1960,"STA2",726,203,0,0,1960,3,21,12
"318","1960-03-21",1,1960,"STA3",965,269,-99,-99,1960,3,21,12
"319","1960-03-21",3,1960,"STA4",739,216,-99,-99,1960,3,21,12
"320","1960-03-21",3,1960,"STA5",777,218,-99,-99,1960,3,21,12
"321","1960-03-21",4,1960,"STA6",889,254,-99,-99,1960,3,21,12
"322","1960-03-21",4,1960,"STA7",851,259,-99,-99,1960,3,21,12
"323","1960-03-21",4,1960,"STA8",688,201,-99,-99,1960,3,21,12
"324","1960-03-28",1,1960,"STA1",683,211,-99,-99,1960,3,28,13
"325","1960-03-28",1,1960,"STA2",673,183,0,0,1960,3,28,13
"326","1960-03-28",1,1960,"STA3",960,274,-99,-99,1960,3,28,13
"327","1960-03-28",3,1960,"STA4",691,193,-99,-99,1960,3,28,13
"328","1960-03-28",3,1960,"STA5",787,221,-99,-99,1960,3,28,13
"329","1960-03-28",4,1960,"STA6",876,277,-99,-99,1960,3,28,13
"330","1960-03-28",4,1960,"STA7",790,246,-99,-99,1960,3,28,13
"331","1960-03-28",4,1960,"STA8",693,208,-99,-99,1960,3,28,13
"332","1960-04-04",1,1960,"STA1",419,150,-99,-99,1960,4,4,14
"333","1960-04-04",1,1960,"STA2",279,109,0,0,1960,4,4,14
"334","1960-04-04",1,1960,"STA3",683,244,-99,-99,1960,4,4,14
"335","1960-04-04",3,1960,"STA4",411,150,-99,-99,1960,4,4,14
"336","1960-04-04",3,1960,"STA5",544,201,-99,-99,1960,4,4,14
"337","1960-04-04",4,1960,"STA6",528,183,-99,-99,1960,4,4,14
"338","1960-04-04",4,1960,"STA7",452,168,-99,-99,1960,4,4,14
"339","1960-04-04",4,1960,"STA8",427,150,-99,-99,1960,4,4,14
"340","1960-04-11",1,1960,"STA1",417,127,-99,-99,1960,4,11,15
"341","1960-04-11",1,1960,"STA2",302,107,0,0,1960,4,11,15
"342","1960-04-11",1,1960,"STA3",599,236,-99,-99,1960,4,11,15
"343","1960-04-11",3,1960,"STA4",330,102,-99,-99,1960,4,11,15
"344","1960-04-11",3,1960,"STA5",406,127,-99,-99,1960,4,11,15
"345","1960-04-11",4,1960,"STA6",533,193,-99,-99,1960,4,11,15
"346","1960-04-11",4,1960,"STA7",389,147,-99,-99,1960,4,11,15
"347","1960-04-11",4,1960,"STA8",323,135,-99,-99,1960,4,11,15
"348","1960-04-18",1,1960,"STA1",0,0,-99,-99,1960,4,18,16
"349","1960-04-18",1,1960,"STA2",0,0,0,0,1960,4,18,16
"350","1960-04-18",1,1960,"STA3",231,102,-99,-99,1960,4,18,16
"351","1960-04-18",3,1960,"STA4",33,13,-99,-99,1960,4,18,16
"352","1960-04-18",3,1960,"STA5",46,18,-99,-99,1960,4,18,16
"353","1960-04-18",4,1960,"STA6",112,43,-99,-99,1960,4,18,16
"354","1960-04-18",4,1960,"STA7",0,0,-99,-99,1960,4,18,16
"355","1960-04-18",4,1960,"STA8",0,0,-99,-99,1960,4,18,16
"356","1960-12-19",3,1961,"STA4",198,20,-99,-99,1960,12,19,51
"357","1960-12-19",3,1961,"STA5",218,30,-99,-99,1960,12,19,51
"358","1960-12-19",4,1961,"STA6",246,30,-99,-99,1960,12,19,51
"359","1960-12-19",4,1961,"STA7",234,30,-99,-99,1960,12,19,51
